"tarifit","nl","en","cefr_oud","woordsoort","cefr_nieuw","thema","zekerheid","tags_nieuw"
"wařa / zaa","zien","to see","B1","ww","A1","lichaam","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::lich"
"waḥḏi/waha","Alleen (zichzelf)","Alone (himself)","B1","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"weddaa","verdwijnen","disappear","B2","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"weddi","uitroep","exclamation","B2","ww","B2","taal & school & communicatie","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::taal"
"welleh","bij God","with God","B2","ww","B1","religie & leven-dood","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::rel"
"wenni d yusin","volgende","next","C2","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"wenni isteḏɛan","de gedaagde","the defendant","C2","znw","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::sam"
"wenni itteḏɛan","de eiser","the plaintiff","C2","znw","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::sam"
"Wenni/ayenni","Dat, deze","That, these","B2","vnw_aanw","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::vnw_aanw tarifit::thema::gram"
"wessex","vies","dirty","B2","ww","A1","eigenschappen & kleuren","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eig"
"wi","wie?","who?","B2","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"wis ṯnayen","tweede","second","C1","ww","A1","getallen & hoeveelheid","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::get"
"wis ṯřaṯa","derde","third","C1","ww","A1","getallen & hoeveelheid","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::get"
"wiss","rangtelwoord-vormer (~ uss)","ordinal former (~ uss)","B1","ww","B2","functiewoorden","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::gram"
"wiř","verbods-partikel","prohibition particle","B1","ww","B2","functiewoorden","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::gram"
"wseɛ","veel zijn","are many","B1","ww","B1","getallen & hoeveelheid","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::get"
"wweṯ","slaan of raken","hit or hit","B1","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"wweṯ s uqaatas","schieten","to shoot","C2","ww","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::sam"
"wzen","wegen","to weigh","B1","ww","A2","getallen & hoeveelheid","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::get"
"wřaḏi","mijn kinderen","my children","B2","ww","A2","familie & mensen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::fam"
"wɛaa / iqṣeḥ","moeilijk","difficult","B1","znw_m_mv","A1","eigenschappen & kleuren","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_mv tarifit::thema::eig"
"wḏa","vallen","to fall","B1","ww","A1","handelingen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::doen"
"Wṣṣa","Adviseren, opdragen","Advise, instruct","B1","ww","B1","taal & school & communicatie","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::taal"
"x","op (~ xef ~ xaf-)","at (~xef ~ xaf-)","A1","vz","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::vz tarifit::thema::gram"
"xarrebbi / ikfa","genoeg","enough","B1","znw_m_mv","A1","getallen & hoeveelheid","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_mv tarifit::thema::get"
"xataṛ","Gevaarlijk","Dangerous","B2","ww","A1","eigenschappen & kleuren","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eig"
"xači","tante (moederszijde)","maternal aunt","B1","znw","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::znw tarifit::thema::fam"
"xaři","de oom (moederszijde)","maternal uncle","B1","znw","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::znw tarifit::thema::fam"
"xedjes'","betalen","pay","B2","ww","A1","handel & geld","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::hdl"
"xelleṯ","mengen","mix","B2","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"xemmem / fekkar","denken","think","B2","ww","A1","gevoel & denken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gev"
"xemmeztac","vijftien","fifteen","C1","ww","A1","getallen & hoeveelheid","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::get"
"xemmeř","bewaren, sparen","save, save","B2","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"xemsa","vijf","five","A1","telw","A1","getallen & hoeveelheid","auto","tarifit::cefr::A1 tarifit::woordsoort::telw tarifit::thema::get"
"xemsin","vijftig","fifty","B2","ww","A1","getallen & hoeveelheid","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::get"
"xeyyeq","boos zijn, verdrietig zijn","be angry, be sad","B2","ww","A2","gevoel & denken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gev"
"xeyyeḏ","naaien","sew","B2","ww","A2","kleding & sieraad","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::kled"
"xeḏem","werken","to work","B2","ww","A1","werk & beroep & ambacht","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::werk"
"xizu","wortel (collectief)","carrot (collective)","B1","ww","A1","eten & drinken","check","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"xs","willen, houden van","to want, to love","B1","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"xseṛ","Falen","Failure","B1","ww","B1","overig","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::ov"
"xwa","leeg","empty","B1","ww","A1","eigenschappen & kleuren","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eig"
"xzaa","kijken","to look","B1","ww","A1","lichaam","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::lich"
"xřa","een plaats verlaten, dwalen","to leave a place, to wander","B1","znw","B2","handelingen","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::doen"
"xřeq","geboren worden","be born","B1","ww","A2","familie & mensen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::fam"
"xḍeb","om de hand vragen","ask for your hand","B1","znw","B2","familie & mensen","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::fam"
"xḏaa","missen","miss","B1","ww","A2","gevoel & denken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gev"
"xṛingo","Pannenkoek","Pancake","B2","ww","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"xṣaa","rot","rotten","B1","ww","A2","eigenschappen & kleuren","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eig"
"xṣaa / wedda","verliezen","to lose","B1","ww","A1","handelingen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::doen"
"yallah","kom op! (~ yalleh)","come on! (~yalleh)","B2","ww","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::taal"
"yar","Tussen","Between","B2","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"yaziḏ","Haan","Rooster","B2","ww","A2","dieren","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::dier"
"yaɛḏ","Kleden","Dress","B1","ww","A2","kleding & sieraad","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::kled"
"yārḏen","tarwe","wheat","B1","znw_m_mv","A2","landbouw & veeteelt & visserij","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_m_mv tarifit::thema::land"
"yedji-s n uma","de nicht","the niece","C2","znw","A2","familie & mensen","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::fam"
"yegga","Gedaan","Done","B2","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"yemkin","Misschien","Maybe","B2","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"yemma","Mama, Moeder","Mom, Mother","A1","ww","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::fam"
"yeği","dochter","daughter","B2","ww","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::fam"
"yis / akiḏaa","Paard","Horse","B1","znw_m_ev","A1","dieren","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_m_ev tarifit::thema::dier"
"ymaa","jagen","hunting","B1","ww","A2","dieren","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::dier"
"yumayen","twee dagen","two days","C1","ww","B1","tijd","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::tijd"
"yutub","Youtube","Youtube","B2","ww","A1","overig","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::ov"
"yyaaf","grote rots","the cliff or abyss","B2","ww","B2","natuur & weer","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::nat"
"jjawen","vol zijn, verzadigd zijn (van eten)","to be full, to be satiated (from food)","B2","ww","B1","eigenschappen & kleuren","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::eig"
"zaaḏ","scheten laten","farting","B1","ww","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::lich"
"zalamit / cciɛeř","lucifers","matches","B2","ww","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::huis"
"zeggʷami","vanaf dat moment, sinds","from then on, since","C1","ww","B2","tijd","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::tijd"
"zemm","knijpen, drukken, zuigen","to pinch, to press, to suck","B1","ww","B1","handelingen","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::doen"
"zemmaa","Kunnen","Be able to","C1","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"zeɛma","als het ware, zogezegd","as it were, so to speak","C2","znw","B2","functiewoorden","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::gram"
"zeḥḥef","mank lopen","walk with a limp","B2","ww","B2","gezondheid","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::gez"
"zic","vroeg","early","B1","ww","A1","tijd","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::tijd"
"zid","ga door! (uitroep)","keep going! (exclamation)","B1","ww","A2","taal & school & communicatie","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::taal"
"ziru","nul","zero","B1","ww","A1","getallen & hoeveelheid","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::get"
"zu","blaffen (hond)","barking (dog)","B1","ww","A2","dieren","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::dier"
"zum","vasten","fasting","B1","ww","B1","religie & leven-dood","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::rel"
"zzadj","bidden","to pray","B2","ww","A2","religie & leven-dood","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::rel"
"zzaj / řkas","glas","glass","B1","ww","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"zzecṯ","olie","oil","B2","ww","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"zzecṯ n ziṯun","Olijfolie","Olive oil","C2","ww","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eten"
"zzekrun","Slot (van een deur)","Lock (of a door)","B2","znw","A2","huis & huishouden","check","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::huis"
"zzenqeṯ","straat","street","B2","ww","A1","plaats & richting & geografie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::pl"
"zzenz / snuza","verkopen","to sell","B2","ww","A1","handel & geld","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::hdl"
"zzeř","gaan liggen","lie down","B1","ww","B1","handelingen","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::doen"
"zzeřz","schudden","shake","B2","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"zzi","melken","milking","B1","ww","B1","landbouw & veeteelt & visserij","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::land"
"zzin","schoonheid, mooi persoon","beauty, beautiful person","B1","ww","A2","eigenschappen & kleuren","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::eig"
"zzina","overspel","adultery","B2","ww","B2","religie & leven-dood","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::rel"
"zziǧez","het medelijden","the pity","B2","znw","B1","gevoel & denken","auto","tarifit::cefr::B1 tarifit::woordsoort::znw tarifit::thema::gev"
"zzman","vroegere tijden, het verleden","former times, the past","C1","znw","B2","tijd","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::tijd"
"zzyenfa","rusten","rest","B2","ww","A2","gevoel & denken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gev"
"zɛef","bijten","bite","B1","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"zɛem","durven","to dare","B1","ww","A2","gevoel & denken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gev"
"zḏem","hakken","heels","B1","ww","B1","handelingen","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::doen"
"zḏeɣ","Wonen","Living","B1","ww","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::huis"
"zḏeɣ / ddaa","leven","to live","B1","ww","A1","overig","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::ov"
"zṛi","iets omdraaien","turn something around","B1","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"čaḇula","het tuinhuis","the garden house","B2","znw","B2","huis & huishouden","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::huis"
"řaaḇɛa","woensdag","Wednesday","B2","ww","A1","tijd","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::tijd"
"řaɣa","roepen","shout","B1","ww","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::taal"
"řbacua / ṯazaaṯ","vijg","fig","B2","znw_v_ev","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"řbanku","bank","bank","B2","ww","A2","handel & geld","check","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::hdl"
"řehrua","kruiden, specerijen","herbs, spices","B2","znw","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::eten"
"řbuameṯ","couscousstoom-pan","couscous steamer","B2","ww","B2","eten & drinken","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::eten"
"řebni","gebouw","building","B2","ww","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::huis"
"řebɛaḏ","een paar","a few","B2","znw","A1","getallen & hoeveelheid","auto","tarifit::cefr::A1 tarifit::woordsoort::znw tarifit::thema::get"
"řebṣeř","Ui","Onion","B2","ww","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::eten"
"řefjaa","de dageraad","the dawn","B2","znw","B2","tijd","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::tijd"
"řefɛeř","de verkrachting","the rape","B2","znw","B1","samenleving & volken","auto","tarifit::cefr::B1 tarifit::woordsoort::znw tarifit::thema::sam"
"řehna","rust, kalmte","peace, tranquility","B2","ww","A2","gevoel & denken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gev"
"řejbub","zakken (mv. van ǧǧib)","pockets (pl. of ǧǧib)","B2","ww","A2","handelingen","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::doen"
"řejduḏ","de grootouders, voorouders","the grandparents, ancestors","B2","znw","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::znw tarifit::thema::fam"
"řeknina","de pil of tablet","the pill or tablet","B2","znw","B1","gezondheid","auto","tarifit::cefr::B1 tarifit::woordsoort::znw tarifit::thema::gez"
"řemmez","hebzuchtig","greedy","B2","ww","B2","eigenschappen & kleuren","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::eig"
"řemraḥ","de binnenplaats","the courtyard","B2","znw","B1","huis & huishouden","auto","tarifit::cefr::B1 tarifit::woordsoort::znw tarifit::thema::huis"
"řemḥiameṯ","zakdoek of lap","handkerchief or rag","C1","ww","B1","huis & huishouden","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::huis"
"řeqten","het katoen","the cotton","B2","znw","B1","kleding & sieraad","auto","tarifit::cefr::B1 tarifit::woordsoort::znw tarifit::thema::kled"
"řeqřeɛ","de mast","the mast","B2","znw","B2","vervoer & reizen","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::verv"
"řes","schaap scheren","shearing sheep","B1","ww","B2","landbouw & veeteelt & visserij","auto","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::land"
"řesnaḥ","de wapens","the weapons","B2","znw","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::sam"
"řesḇaḇ","de oorzaak","the cause","B2","znw","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::ov"
"řexfif","het lood","the lead","B2","znw","B2","overig","auto","tarifit::cefr::B2 tarifit::woordsoort::znw tarifit::thema::ov"
"řexmis","donderdag","Thursday","B2","ww","A1","tijd","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::tijd"
"řexrif","Herfst","Autumn","B2","ww","A1","tijd","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::tijd"
"řexxu","nu","now","A2","ww","A1","tijd","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::tijd"
"řexḏenni","toen, in die tijd","then, at that time","C1","ww","A1","functiewoorden","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::gram"
"řeybaa","mest","manure","B2","ww","B1","landbouw & veeteelt & visserij","auto","tarifit::cefr::B1 tarifit::woordsoort::ww tarifit::thema::land"
"řeynuy","lieǧes","lieǧes","B2","ww","B2","overig","check","tarifit::cefr::B2 tarifit::woordsoort::ww tarifit::thema::ov"
"řeɛqeř","verstand, wijs","mind, wise","B2","ww","A2","gevoel & denken","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::gev"
"řeɛzib","het kamp","the camp","B2","znw","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw tarifit::thema::sam"
