tarifit,nl,en,gloss,hoofdstuk,les,bron,tags
"Tesseym-it tmesɛect-nni, yemɣaa, d aayaz.","de bedelvrouw voedde hem op, hij groeide op, hij werd een man.","The beggar woman raised him, he grew up, he became a man.",,,leesboek,boek p. 142,id:p142-07;context:text
Yekkaa min yexdem netta,dus wat deed hij?,So what did he do?,,,leesboek,boek p. 142,id:p142-08;context:text
"ɣaas yis d wuccen d wucca, yaabba-ten","hij had een paard, een jakhals en een windhond, en hij voedde ze (samen) op.","He had a horse, a jackal and a greyhound, and he raised them (together).",,,leesboek,boek p. 142,id:p142-09;context:text
uca yekkaa itiraa ṯcamma uḥenjia-nni.,toen begon de jongen met een bal te spelen.,Then the boy started to play ball.,,,leesboek,boek p. 142,id:p142-10;context:text
"Yekkaa itiraa ṯcamma yalleh, yalleh, yalleh,","hij speelde maar door en door met de bal,","He played ball on and on and on,",,,leesboek,boek p. 142,id:p142-11;context:text
yewta ṯcamma ‘ttraaak’.,"hij sloeg de bal, ttraaak.","he hit the ball, ttraaak.",,,leesboek,boek p. 142,id:p142-12;context:text
ijjen twessaat waa-ssi iqerb-as řḇuameṯ,"een oude vrouw, ik weet niet, hij schopte haar ketel om;","An old woman, I don’t know, he kicked over her kettle;",,,leesboek,boek p. 142,id:p142-13;context:text
"tuɣa ttfewwaa seksu, uřa waa ssineɣ.",zij was couscous aan het stomen (of ik weet niet [wat zij precies deed]).,She was steaming couscous (or I don’t know [what she was doing exactly]).,,,leesboek,boek p. 143,id:p143-01;context:text
"lqerb-as-t-id, tseyyḥ-as-d. Teffeɣ-d:","hij schopte hem om en hij morste, zij kwam naar buiten:","He kicked it over and it spilled over, she came out:",,,leesboek,boek p. 143,id:p143-02;context:text
- A wi yeggin ammu a dawem-yewc...!!,"- degene die dat gedaan heeft, moge Hij je geven..","- The one that did that, may He give you..",,,leesboek,boek p. 143,id:p143-03;context:text
"Ttedɛa, ttekkwua. Nnan-as iḥenjian nneɣni:","zij klaagt, zij scheldt. de andere jongens zeiden tegen haar:","She complains, she insults. The other boys told her:",,,leesboek,boek p. 143,id:p143-04;context:text
"- A qa waa ǧi hu d neccin, a qad fṛan.","- wij waren het niet, het was die-en-die.","- It wasn’t us, it was so-and-so.",,,leesboek,boek p. 143,id:p143-05;context:text
Tenn-as: - Mri ɣa tegged inaḏan i yemma-c,zij zei: - had je maar goede daden voor je moeder gedaan!,She said: - Would that you had done good deeds to your mother!,,,leesboek,boek p. 143,id:p143-06;context:text
a qa srasenn-as ireɣman.,zij lieten haar kamelen hoeden.,they let her herd camels.,,,leesboek,boek p. 143,id:p143-07;context:text
"A qa tenni ɣaak a qa tseym-ic waha,","degene die je hebt, zij heeft je alleen opgevoed,","The one that you have, she just raised you,",,,leesboek,boek p. 143,id:p143-08;context:text
a qa waa ǧi bu d yemma-c,zij is jouw moeder niet.,she is not your mother.,,,leesboek,boek p. 143,id:p143-09;context:text
"Yqqggweh ixeyyeq,","hij kwam thuis met een slecht humeur,","He came home with a bad temper,",,,leesboek,boek p. 143,id:p143-10;context:text
a qa tenni t-yesseymen yeqqar-as yemma.,je weet dat hij degene die hem opgevoed had moeder noemde.,you know he called the one that had raised him mother.,,,leesboek,boek p. 143,id:p143-11;context:text
Yenn-as: - A yemma a dayi-tegged cwayt uḥaabid.,"hij zei: - moeder, je moet wat pap voor mij maken.","He said: - Mother, you must make some porridge for me.",,,leesboek,boek p. 143,id:p143-12;context:text
Yenn-as: - maca a yemma a dayi-tegged cwayt n ddhen aḥuři dayes.,"hij zei: - maar, moeder, je moet er wat ghee in doen.","He said: - But, mother, you should put some ghee in it.",,,leesboek,boek p. 143,id:p143-13;context:text
Tenn-as: - wah a mmi.,"zij zei: - oké, mijn zoon.","She said: - Okay, my son.",,,leesboek,boek p. 143,id:p143-14;context:text
Yenn-as: - Gg-it s ufus nnem.,hij zei: - doe het met je hand.,He said: - Do it with your hand.,,,leesboek,boek p. 144,id:p144-01;context:text
Yenn-as:,hij zei:,He said:,,,leesboek,boek p. 144,id:p144-02;context:text
- Xemmi ɣa yengw waa t-id-tfarraɣ ar dayi-t-tinid.,"- wanneer het kookt, giet het niet uit voordat je het mij verteld hebt.","- When it boils, don’t pour it out before you have told me.",,,leesboek,boek p. 144,id:p144-03;context:text
"Yekkaa yengwa, tenn-as: - A mmi, yegwa.","het kookte en zij zei: - mijn zoon, het is klaar.","It boiled and she said: - My son, it is ready.",,,leesboek,boek p. 144,id:p144-04;context:text
Truḥ ɣaas tenn-as - Qa yengwa.,zij kwam naar hem toe en zei: - het is klaar.,She came to him and said: - It is ready.,,,leesboek,boek p. 144,id:p144-05;context:text
"Yekkaa, tuɣa yeqqim.","hij stond op, hij had gezeten.","He rose, he had been sitting.",,,leesboek,boek p. 144,id:p144-06;context:text
"Truḥ ɣaas, ddhen-nni tekks-it-id s ufus nnes.","zij ging naar hem toe, zij haalde de boter eruit met haar hand.","She went to him, she took the butter out with her hand.",,,leesboek,boek p. 144,id:p144-07;context:text
Yenn-as: Kks-it-id s ufus nnem.,hij zei: - haal het eruit met je hand.,He said: - Take it out with your hand.,,,leesboek,boek p. 144,id:p144-08;context:text
Tekks-it-id s ufus nnes.,zij haalde het eruit met haar hand.,She took it out with her hand.,,,leesboek,boek p. 144,id:p144-09;context:text
Yenn-as: - Gg-it s ufus nnem di teyduat-nni.,hij zei: - doe het met je hand in de pot.,He said: - Put it with your hand into the pot.,,,leesboek,boek p. 144,id:p144-10;context:text
"nettaṯ truḥ a t-tegg, netta yettf-as ḏin fus.","zij stond op het punt het te doen, maar hij pakte haar hand daar. (nl. terwijl die in de pot was)","She was about to do it, but he took her hand there. (scil. while in the pot)",,,leesboek,boek p. 144,id:p144-11;context:text
"Yenn-as: - A dayi-tinid ma s tidet cem d yemma,","hij zei: - je moet me vertellen, ben je echt mijn moeder,","He said: - You must tell me, are you really my mother,",,,leesboek,boek p. 144,id:p144-12;context:text
ma ɣari ca n yemma nneɣni?!,of heb ik een andere moeder?,or do I have another mother?,,,leesboek,boek p. 144,id:p144-13;context:text
Tenn-as: - wah a mmi aqa-t ɣaak.,"zij zei: - ja, mijn zoon, je hebt (een andere moeder).","She said: - Yes, my son, you do have (another mother).",,,leesboek,boek p. 145,id:p145-01;context:text
"Aqa ha mamec, qa necc kkiɣ ssenni tuɣa tmeɛɛceɣ.","zo is het, ik kwam daar langs, ik was aan het bedelen.","This is how it is, I passed there, I was begging.",,,leesboek,boek p. 145,id:p145-02;context:text
Nnant-ayi: ‘A qa tendar-it yemma-s tugi a t-tesyem.’,"zij vertelden mij: 'zij heeft hem weggegooid, zijn moeder weigert hem op te voeden'.","They told me: ‘She has thrown him away, his mother refuses to raise him’.",,,leesboek,boek p. 145,id:p145-03;context:text
"Ysiɣ-cek, sseymeɣ-cek.",ik nam je met me mee en ik voedde je op.,I took you with me and I raised you.,,,leesboek,boek p. 145,id:p145-04;context:text
Yenn-as: - mani teǧa?’,hij zei: - waar is zij?,He said: - Where is she?,,,leesboek,boek p. 145,id:p145-05;context:text
"Tenn-as: - ddcaa-nni yeggwez, attas n lmasafa.","zij zei: - het dorp is ver weg, een grote afstand.","She said: - The village is far away, a big distance.",,,leesboek,boek p. 145,id:p145-06;context:text
uca yeggwua. Yettef uccen-nni.,toen ging hij. hij nam de jakhals.,Then he went. He took the jackal.,,,leesboek,boek p. 145,id:p145-07;context:text
"Yenn-as: - A ɣaas raheɣ, a xac aazuɣ.","hij zei: - ik zal naar haar toe gaan, ik zal naar haar zoeken.","He said: - I shall go to her, I shall search her.",,,leesboek,boek p. 145,id:p145-08;context:text
uca yettef uccen iqaan-it ɣaa wucca.,"toen nam hij de jakhals, en maakte hem vast aan de windhond.","Then he took the jackal, and attached it to the greyhound.",,,leesboek,boek p. 145,id:p145-09;context:text
uca yenɣa x uyis nnes.,toen besteeg hij zijn paard.,Then he mounted his horse.,,,leesboek,boek p. 145,id:p145-10;context:text
"Yeggwua yeggwua yeggwua, uca zarren-t yewdan.","hij ging, hij ging, hij ging, en de mensen zagen hem keer op keer,","He went, he went, he went, and the people saw him time and again,",,,leesboek,boek p. 145,id:p145-11;context:text
uca a as-inin:,en zeiden dan:,and would say:,,,leesboek,boek p. 145,id:p145-12;context:text
- subḥanllah uccen imun akeḏ wucca!,"- verbazingwekkend!, een jakhals gaat samen met een windhond.","- Amazing!, a jackal goes together with a greyhound.",,,leesboek,boek p. 145,id:p145-13;context:text
uca a as-yini netta:,en hij zei dan:,And he would say:,,,leesboek,boek p. 146,id:p146-01;context:text
- subḥanllah tenni yeccin mmi-s man ṯammuaṯ di teǧa?,"- verbazingwekkend! degene die haar zoon opat, in welk land is zij?","- Amazing! The one who ate her son, in which land is she?",,,leesboek,boek p. 146,id:p146-02;context:text
A as-inin: - ruḥ a qa ntesra xas! Maca ruḥ yaa zzaṭ!,"en zij zeiden dan: - ga, wij hebben over haar gehoord. maar ga verder.","and they would say: - Go, we heard about her. But go further.",,,leesboek,boek p. 146,id:p146-03;context:text
Yeqqim yeggwua yeggwua yeggwua uḥenjia-nni.,de jongen bleef maar doorgaan en doorgaan en doorgaan.,The boy kept on going and going and going.,,,leesboek,boek p. 146,id:p146-04;context:text
Wenni i kides ɣa yemserqan a das-yini:,iedereen die hem ontmoette zei:,Everyone that met him said:,,,leesboek,boek p. 146,id:p146-05;context:text
- subḥanllah uccen imun akeḏ wucca!,"- verbazingwekkend!, een jakhals gaat samen met een windhond.","- Amazing!, a jackal goes together with a greyhound.",,,leesboek,boek p. 146,id:p146-06;context:text
A das-yarr netta:,en hij antwoordde dan:,and he would answer:,,,leesboek,boek p. 146,id:p146-07;context:text
- subḥanllah tenni yeccin mmis man ṯammuaṯ di teǧa?,"- verbazingwekkend! degene die haar zoon opat, in welk land is zij?","- Amazing! The one who ate her son, in which country is she?",,,leesboek,boek p. 146,id:p146-08;context:text
"uca umi ɣa yuyua, ařmi yufa tenni mani taawes.","dus ging hij tot hij haar vond, waar zij aan het hoeden was.","So he went until he found her, where she herded.",,,leesboek,boek p. 146,id:p146-09;context:text
"uca nettaṯ s uqemmum nnes tenn-as,","en zij, met haar eigen mond, zei tegen hem,","And she, with her proper mouth, said to him,",,,leesboek,boek p. 146,id:p146-10;context:text
"nettaṯ tenni umi srasen ireɣman, yemma-s-nni, tenn-as:","zij, degene die zij kamelen lieten hoeden, deze moeder van hem, zij zei:","she, the one that they made herd camels, this mother of his, she said:",,,leesboek,boek p. 146,id:p146-11;context:text
- subḥanllah uccen imun akeḏ wucca!,"- verbazingwekkend!, een jakhals gaat samen met een windhond.","- Amazing!, a jackal goes together with a greyhound.",,,leesboek,boek p. 146,id:p146-12;context:text
"Yenn-as netta: - subḥanllah a ṛalla,","en hij zei: - verbazingwekkend, mevrouw!","and he said: - Amazing, mylady!",,,leesboek,boek p. 146,id:p146-13;context:text
tenni yeccin mmi-s man ṯammuaṯ di teǧa?,"degene die haar zoon opat, in welk land is zij?","The one who ate her son, in which country is she?",,,leesboek,boek p. 146,id:p146-14;context:text
Tenn-as: - D necc a mmi!,"zij zei: - ik ben het, mijn zoon!","She said: - It’s me, my son!",,,leesboek,boek p. 147,id:p147-01;context:text
Tenn-as: - Cciɣ mmi am waa t-cciɣ.,zij zei: - ik heb mijn zoon opgegeten alsof ik hem niet opgegeten heb.,She said: - 1 have eaten my son like I did not eat him.,,,leesboek,boek p. 147,id:p147-02;context:text
"Tenn-as: - ɣaa aabbi waa ssiɣ bu mmi, ɣaa rɛebd ssix-t.","zij zei: - wat God betreft, heb ik mijn zoon niet opgegeten, wat de mensen betreft, heb ik hem opgegeten.","She said: - As God concerns, I did not eat my son, as men concerns, I ate him.",,,leesboek,boek p. 147,id:p147-03;context:text
"uca yebda, iɛawd-as. Tɛawd-as rqissa.",dus begon hij en vertelde het haar. zij vertelde hem het verhaal.,So he started and told her. She told him the story.,,,leesboek,boek p. 147,id:p147-04;context:text
"Yeqqim kides iɛawd-as marra min das-iweqɛen,","hij ging bij haar zitten en vertelde haar alles wat hem overkomen was,","He sat down with her and told her everything that had happened to him,",,,leesboek,boek p. 147,id:p147-05;context:text
"min das-ggin, mant ssibba, mamec das-temsaa.","wat zij hem aangedaan hadden, wat de reden was, wat hem overkomen was.","what they had done to him, what was the reason, what had happened to him.",,,leesboek,boek p. 147,id:p147-06;context:text
kuřci iɛawd-as-t. Yekkaa yenn-as:,hij vertelde haar alles. toen zei hij:,He told her everything. Then he said:,,,leesboek,boek p. 147,id:p147-07;context:text
- Ma a kidem raheɣ ɣaa waayaz-nni nnem a dayi-yessens?,"- kan ik met je meegaan naar die man van jou, zou hij mij voor de nacht uitnodigen?","- Can I go with you to that husband of yours, would he invite me for the night?",,,leesboek,boek p. 147,id:p147-08;context:text
"Tenn-as nettaṯ: - wah a mmi, mařa texsed a traḥed, a traḥed.","zij zei: - oké, mijn zoon, als je wilt gaan, moet je gaan.","She said: - Okay, my son, if you want to go, you should go.",,,leesboek,boek p. 147,id:p147-09;context:text
Yenn-as: - A das-ttaaɣ ttif-Uah.,hij zei: - ik zal hem om gastvrijheid vragen.,He said: - 1 will ask hospitality from him.,,,leesboek,boek p. 147,id:p147-10;context:text
amezwaru teggwed. Yenn-as:,eerst was zij bang. hij zei:,At first she was afraid. He said:,,,leesboek,boek p. 147,id:p147-11;context:text
"- Cem izzaa, necc a cem-d-dfaaɣ.","- ga jij eerst, ik zal je volgen.","- You go first, I shall follow you.",,,leesboek,boek p. 147,id:p147-12;context:text
Yaa izzaa sscn-ayi ṯaddaaṯ waha.,ga gewoon eerst en wijs me het huis.,Just go first and show me the house.,,,leesboek,boek p. 148,id:p148-01;context:text
"uca yendeh yis nnes, yiwi kis uccen akeḏ wucca.","hij leidde zijn paard, hij nam de jakhals en de windhond met zich mee.","He guided his horse, he took with him the jackal and the greyhound.",,,leesboek,boek p. 148,id:p148-02;context:text
Ggwuan. Iwden ɣaa ṯaddaaṯ.,zij liepen lange tijd. zij kwamen aan bij het huis.,They went a long time. They arrived at the house.,,,leesboek,boek p. 148,id:p148-03;context:text
Tenn-as: - Aq-ac da ijjen yaazzu xak.,zij zei: - er is hier iemand die naar je op zoek is.,She said: - There is someone here that is looking for you.,,,leesboek,boek p. 148,id:p148-04;context:text
"yeffeɣ ujeǧid-nni, a qa d azedzid. yeffeɣ, yenn-as:","de koning kwam naar buiten, het was een koning. hij kwam naar buiten en zei:","The king came out, it was a king. He came out and said:",,,leesboek,boek p. 148,id:p148-05;context:text
- Min c-d-yecqan?,- wat heeft je hierheen gebracht?,- What has brought you here?,,,leesboek,boek p. 148,id:p148-06;context:text
"Yenn-as: - Ttaaɣ ɣaak ttif-llah,","hij zei: - ik vraag om gastvrijheid,","He said: - I ask for hospitality,",,,leesboek,boek p. 148,id:p148-07;context:text
a dayi-tessensed nhar-a mařa yexs wur nnec.,"u zou mij vannacht moeten uitnodigen, als uw hart het wil.","you should invite me for the night today, if your heart wants.",,,leesboek,boek p. 148,id:p148-08;context:text
Yenn-as: - marḥba! Aqa-cek ɣari d anewji!,hij zei: - welkom! je bent mijn gast.,He said: - Welcome! You are my guest.,,,leesboek,boek p. 148,id:p148-09;context:text
uca yenn-as netta: - aḏef.,toen zei hij: - kom binnen!,Then he said: - Come in!,,,leesboek,boek p. 148,id:p148-10;context:text
Yessidf-it yeqqn-as yis-nni.,"hij liet hem binnen, hij bond het paard voor hem vast.","He let him in, he tied for him the horse.",,,leesboek,boek p. 148,id:p148-11;context:text
Ussa-nni d wuccen-nni yeqqn-iten ttaaf i uyis nsen.,hij maakte de windhond en de jakhals vast naast hun paard.,He attached the greyhound and the jackal at the side of their horse.,,,leesboek,boek p. 148,id:p148-12;context:text
Yegg-iten akides. Udfen.,hij bracht ze bij hem. zij gingen naar binnen.,He put them with him. They went in.,,,leesboek,boek p. 148,id:p148-13;context:text
"Yudef, yessidf-it, yegg-it, a qa d anewji.","hij ging naar binnen, hij liet hem binnen, hij deed het, hij was zijn gast.","He went in, he let him in, he did it, he was his guest.",,,leesboek,boek p. 148,id:p148-14;context:text
"Yenn-as: - Aqa-c ɣari d anewji,","hij zei: - je bent mijn gast,","He said: - You are my guest,",,,leesboek,boek p. 149,id:p149-01;context:text
"marḥba, aqa-c ɣari d anewji.","welkom, je bent mijn gast.","welcome, you are my guest.",,,leesboek,boek p. 149,id:p149-02;context:text
"uca iɛawd-as, yenn-as:",toen zei hij tegen hem:,Then he said to him:,,,leesboek,boek p. 149,id:p149-03;context:text
